Potential applied (V),Time (s),WE(1).Current (A),WE(1).Potential (V),Scan,Index,Q+,Q-,Current range
0.00244140625,2963.4335335180494,-0.0527740478515625,0.00286865234375,1,1,0.08274408921599381,-0.0883819989860057,10 mA
0.0048828125,2963.482361517926,-0.04249267578125,0.005218505859375,1,2,0.08274408921599381,-0.0883819989860057,100 mA
0.00732421875,2963.531189517803,-0.03499755859375,0.0076538085937500056,1,3,0.08274408921599381,-0.0883819989860057,100 mA
0.009765625,2963.5800175176796,-0.030026245117187503,0.010095214843750006,1,4,0.08274408921599381,-0.0883819989860057,100 mA
0.01220703125,2963.6288455175563,-0.026425170898437503,0.012539672851562503,1,5,0.08274408921599381,-0.0883819989860057,100 mA
0.0146484375,2963.677673517433,-0.023675537109375002,0.014981079101562503,1,6,0.08274408921599381,-0.0883819989860057,100 mA
0.01708984375,2963.7265015173098,-0.021493530273437502,0.017434692382812506,1,7,0.08274408921599381,-0.0883819989860057,100 mA
0.01953125,2963.7753295171865,-0.01971435546875,0.019876098632812506,1,8,0.08274408921599381,-0.0883819989860057,100 mA
0.02197265625,2963.824157517063,-0.018228149414062502,0.022314453124999994,1,9,0.08274408921599381,-0.0883819989860057,100 mA
0.0244140625,2963.87298551694,-0.0169677734375,0.024740600585937494,1,10,0.08274408921599381,-0.0883819989860057,100 mA
0.02685546875,2963.9218135168167,-0.01588134765625,0.027185058593750006,1,11,0.08274408921599381,-0.0883819989860057,100 mA
0.029296875,2963.9706415166934,-0.0149322509765625,0.029626464843750006,1,12,0.08274408921599381,-0.0883819989860057,100 mA
0.03173828125,2964.01946951657,-0.014093017578125,0.03208007812500001,1,13,0.08274408921599381,-0.0883819989860057,100 mA
0.0341796875,2964.068297516447,-0.013348388671875001,0.034509277343750006,1,14,0.08274408921599381,-0.0883819989860057,100 mA
0.03662109375,2964.1171255163235,-0.0126800537109375,0.0369537353515625,1,15,0.08274408921599381,-0.0883819989860057,100 mA
0.0390625,2964.1659535162003,-0.01207275390625,0.039385986328125004,1,16,0.08274408921599381,-0.0883819989860057,100 mA
0.04150390625,2964.214781516077,-0.0115234375,0.0418304443359375,1,17,0.08274408921599381,-0.0883819989860057,100 mA
0.0439453125,2964.2636095159537,-0.0110198974609375,0.044284057617187504,1,18,0.08274408921599381,-0.0883819989860057,100 mA
0.04638671875,2964.3124375158304,-0.0105621337890625,0.0467193603515625,1,19,0.08274408921599381,-0.0883819989860057,100 mA
