Potential applied (V),Time (s),WE(1).Current (A),WE(1).Potential (V),Scan,Index,Q+,Q-,Current range
0.00244140625,3136.4268990812834,-0.08502197265625,0.0027618408203125,1,1,0.062462865561246916,-0.07020909085869788,100 mA
0.0048828125,3136.4513130812215,-0.06707763671875,0.0052276611328125056,1,2,0.062462865561246916,-0.07020909085869788,100 mA
0.00732421875,3136.47572708116,-0.055389404296875,0.007641601562500003,1,3,0.062462865561246916,-0.07020909085869788,100 mA
0.009765625,3136.5001410810983,-0.047433471679687506,0.010092163085937494,1,4,0.062462865561246916,-0.07020909085869788,100 mA
0.01220703125,3136.524555081037,-0.041778564453125,0.012539672851562503,1,5,0.062462865561246916,-0.07020909085869788,100 mA
0.0146484375,3136.548969080975,-0.037493896484375004,0.014987182617187497,1,6,0.062462865561246916,-0.07020909085869788,100 mA
0.01708984375,3136.5733830809136,-0.0340972900390625,0.017428588867187497,1,7,0.062462865561246916,-0.07020909085869788,100 mA
0.01953125,3136.5977970808517,-0.0313232421875,0.019866943359375,1,8,0.062462865561246916,-0.07020909085869788,100 mA
0.02197265625,3136.6222110807903,-0.029000854492187502,0.022311401367187497,1,9,0.062462865561246916,-0.07020909085869788,100 mA
0.0244140625,3136.6466250807284,-0.027020263671875003,0.024752807617187497,1,10,0.062462865561246916,-0.07020909085869788,100 mA
0.02685546875,3136.671039080667,-0.025308227539062502,0.02719726562500001,1,11,0.062462865561246916,-0.07020909085869788,100 mA
0.029296875,3136.695453080605,-0.023809814453125,0.029644775390625003,1,12,0.062462865561246916,-0.07020909085869788,100 mA
0.03173828125,3136.7198670805437,-0.022485351562500002,0.0320587158203125,1,13,0.062462865561246916,-0.07020909085869788,100 mA
0.0341796875,3136.744281080482,-0.0213043212890625,0.03450622558593751,1,14,0.062462865561246916,-0.07020909085869788,100 mA
0.03662109375,3136.7686950804205,-0.020242309570312502,0.0369598388671875,1,15,0.062462865561246916,-0.07020909085869788,100 mA
0.0390625,3136.7931090803586,-0.019284057617187503,0.039392089843750006,1,16,0.062462865561246916,-0.07020909085869788,100 mA
0.04150390625,3136.817523080297,-0.018411254882812502,0.041839599609375,1,17,0.062462865561246916,-0.07020909085869788,100 mA
0.0439453125,3136.8419370802353,-0.01761474609375,0.044287109375,1,18,0.062462865561246916,-0.07020909085869788,100 mA
0.04638671875,3136.866351080174,-0.01688232421875,0.046731567382812506,1,19,0.062462865561246916,-0.07020909085869788,100 mA
0.048828125,3136.890765080112,-0.0162078857421875,0.049157714843750006,1,20,0.062462865561246916,-0.07020909085869788,100 mA
0.05126953125,3136.9151790800506,-0.015582275390625,0.051605224609375,1,21,0.062462865561246916,-0.07020909085869788,100 mA
0.0537109375,3136.9395930799888,-0.01500244140625,0.053955078125,1,22,0.062462865561246916,-0.07020909085869788,100 mA
0.05615234375,3136.9640070799273,-0.014459228515625,0.05645751953125,1,23,0.062462865561246916,-0.07020909085869788,100 mA
0.05859375,3136.9884210798655,-0.013952636718750001,0.058929443359375,1,24,0.062462865561246916,-0.07020909085869788,100 mA
0.06103515625,3137.012835079804,-0.0134765625,0.06134033203125,1,25,0.062462865561246916,-0.07020909085869788,100 mA
0.0634765625,3137.037249079742,-0.013031005859375,0.063751220703125,1,26,0.062462865561246916,-0.07020909085869788,100 mA
0.06591796875,3137.061663079681,-0.012609863281250001,0.0662841796875,1,27,0.062462865561246916,-0.07020909085869788,100 mA
0.068359375,3137.086077079619,-0.012213134765625001,0.068603515625,1,28,0.062462865561246916,-0.07020909085869788,100 mA
0.07080078125,3137.1104910795575,-0.011837768554687501,0.071075439453125,1,29,0.062462865561246916,-0.07020909085869788,100 mA
0.0732421875,3137.1349050794956,-0.011480712890625001,0.073516845703125,1,30,0.062462865561246916,-0.07020909085869788,100 mA
0.07568359375,3137.159319079434,-0.0111419677734375,0.07598876953125,1,31,0.062462865561246916,-0.07020909085869788,100 mA
0.078125,3137.1837330793724,-0.0108184814453125,0.07843017578125,1,32,0.062462865561246916,-0.07020909085869788,100 mA
0.08056640625,3137.208147079311,-0.010510253906250001,0.080841064453125,1,33,0.062462865561246916,-0.07020909085869788,100 mA
